"REF_DATE","GEO","DGUID","Statistics","Characteristics","Income, consumption and savings","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-10","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","2382","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","2272","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Highest income quintile","Food, beverage and accommodation services","Dollars","81","units","0","v1278066924","1.3.6.19","2587","","","","0"
"2020-01","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","2987","","","","0"
"2020-04","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","2820","","","","0"
"2020-07","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","2904","","","","0"
"2020-10","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","2995","","","","0"
"2021-01","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","3149","","","","0"
"2021-04","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","3272","","","","0"
"2021-07","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","3366","","","","0"
"2021-10","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","3312","","","","0"
"2022-01","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","3324","","","","0"
"2022-04","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","3314","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","3250","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","3204","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","3247","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","3180","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","3108","","","","0"
"2023-10","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","3119","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","3219","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Highest income quintile","Insurance and financial services","Dollars","81","units","0","v1278066925","1.3.6.20","3231","","","","0"
"2020-01","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1586","","","","0"
"2020-04","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1255","","","","0"
"2020-07","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1523","","","","0"
"2020-10","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1723","","","","0"
"2021-01","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1432","","","","0"
"2021-04","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1528","","","","0"
"2021-07","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1682","","","","0"
"2021-10","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1880","","","","0"
"2022-01","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1624","","","","0"
"2022-04","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1756","","","","0"
"2022-07","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1725","","","","0"
"2022-10","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1986","","","","0"
"2023-01","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1720","","","","0"
"2023-04","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1825","","","","0"
"2023-07","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1797","","","","0"
"2023-10","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","2066","","","","0"
"2024-01","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1779","","","","0"
"2024-04","Canada","2016A000011124","Value per household","Highest income quintile","Miscellaneous goods and services","Dollars","81","units","0","v1278066926","1.3.6.21","1887","","","","0"
"2020-01","Canada","2016A000011124","Value per household","One-person households","Household disposable income","Dollars","81","units","0","v1278066939","1.3.7.1","9553","","","","0"
"2020-04","Canada","2016A000011124","Value per household","One-person households","Household disposable income","Dollars","81","units","0","v1278066939","1.3.7.1","10718","","","","0"
"2020-07","Canada","2016A000011124","Value per household","One-person households","Household disposable income","Dollars","81","units","0","v1278066939","1.3.7.1","11284","","","","0"
"2020-10","Canada","2016A000011124","Value per household","One-person households","Household disposable income","Dollars","81","units","0","v1278066939","1.3.7.1","11016","","","","0"
"2021-01","Canada","2016A000011124","Value per household","One-person households","Household disposable income","Dollars","81","units","0","v1278066939","1.3.7.1","10315","","","","0"
"2021-04","Canada","2016A000011124","Value per household","One-person households","Household disposable income","Dollars","81","units","0","v1278066939","1.3.7.1","11018","","","","0"
"2021-07","Canada","2016A000011124","Value per household","One-person households","Household disposable income","Dollars","81","units","0","v1278066939","1.3.7.1","12162","","","","0"
"2021-10","Canada","2016A000011124","Value per household","One-person households","Household disposable income","Dollars","81","units","0","v1278066939","1.3.7.1","11230","","","","0"
"2022-01","Canada","2016A000011124","Value per household","One-person households","Household disposable income","Dollars","81","units","0","v1278066939","1.3.7.1","11235","","","","0"
"2022-04","Canada","2016A000011124","Value per household","One-person households","Household disposable income","Dollars","81","units","0","v1278066939","1.3.7.1","11497","","","","0"
"2022-07","Canada","2016A000011124","Value per household","One-person households","Household disposable income","Dollars","81","units","0","v1278066939","1.3.7.1","12171","","","","0"
"2022-10","Canada","2016A000011124","Value per household","One-person households","Household disposable income","Dollars","81","units","0","v1278066939","1.3.7.1","12577","","","","0"
"2023-01","Canada","2016A000011124","Value per household","One-person households","Household disposable income","Dollars","81","units","0","v1278066939","1.3.7.1","10507","","","","0"
