"REF_DATE","GEO","DGUID","Age at time of death","Sex","Leading causes of death (ICD-10)","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","797","","","","0"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","909","","","","0"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1051","","","","0"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1209","","","","0"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1366","","","","0"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1465","","","","0"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1614","","","","0"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1629","","","","0"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1710","","","","0"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1959","","","","0"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","2009","","","","0"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","2013","","","","0"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1204","","","","0"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1267","","","","0"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1271","","","","0"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1416","","","","0"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1529","","","","0"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1616","","","","0"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1573","","","","0"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1686","","","","0"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","1912","","","","0"
"2022","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","2104","","","","0"
"2023","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Number of deaths","Number","223","units","0","v41341104","1.1.1.32.2","2246","","","","0"
"2000","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","2.3","","","","1"
"2001","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","2.6","","","","1"
"2002","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","2.9","","","","1"
"2003","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","3.3","","","","1"
"2004","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","3.8","","","","1"
"2005","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","4.2","","","","1"
"2006","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","4.5","","","","1"
"2007","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","4.9","","","","1"
"2008","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","4.9","","","","1"
"2009","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","5.1","","","","1"
"2010","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","5.7","","","","1"
"2011","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","5.8","","","","1"
"2012","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","5.8","","","","1"
"2013","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","3.4","","","","1"
"2014","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","3.6","","","","1"
"2015","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","3.5","","","","1"
"2016","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","3.9","","","","1"
"2017","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","4.2","","","","1"
"2018","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","4.4","","","","1"
"2019","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","4.2","","","","1"
"2020","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","4.4","","","","1"
"2021","Canada, place of residence","2016A000011124","Age at time of death, all ages","Both sexes","Pneumonitis due to solids and liquids [J69]","Age-specific mortality rate per 100,000 population","Number","223","units","0","v41347464","1.1.1.32.4","5.0","","","","1"
