"REF_DATE","GEO","DGUID","Month of death","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","9942","","","","0"
"2020","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","10134","","","","0"
"2021","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","11586","","","","0"
"2022","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","13025","","","","0"
"2023","Ontario, place of residence","2016A000235","Month of death, January","Number of deaths","Number","223","units","0","v21216488","7.2.1","10976","","","","0"
"1991","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","5694","","","","0"
"1992","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","6056","","","","0"
"1993","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","6099","","","","0"
"1994","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","6428","","","","0"
"1995","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","6730","","","","0"
"1996","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","6549","","","","0"
"1997","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","6499","","","","0"
"1998","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","7575","","","","0"
"1999","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","7103","","","","0"
"2000","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","6710","","","","0"
"2001","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","6600","","","","0"
"2002","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","6554","","","","0"
"2003","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","6760","","","","0"
"2004","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","6954","","","","0"
"2005","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","7300","","","","0"
"2006","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","6736","","","","0"
"2007","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","7524","","","","0"
"2008","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","7400","","","","0"
"2009","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","7191","","","","0"
"2010","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","7115","","","","0"
"2011","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","7526","","","","0"
"2012","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","7374","","","","0"
"2013","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","7643","","","","0"
"2014","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","7650","","","","0"
"2015","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","8419","","","","0"
"2016","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","8302","","","","0"
"2017","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","8678","","","","0"
"2018","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","9218","","","","0"
"2019","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","8797","","","","0"
"2020","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","8914","","","","0"
"2021","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","9432","","","","0"
"2022","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","10298","","","","0"
"2023","Ontario, place of residence","2016A000235","Month of death, February","Number of deaths","Number","223","units","0","v21216490","7.3.1","9529","","","","0"
"1991","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","6357","","","","0"
"1992","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","6326","","","","0"
"1993","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","7158","","","","0"
"1994","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","6524","","","","0"
"1995","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","7290","","","","0"
"1996","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","6975","","","","0"
"1997","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","7020","","","","0"
"1998","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","7749","","","","0"
"1999","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","7719","","","","0"
"2000","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","6965","","","","0"
"2001","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","7289","","","","0"
"2002","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","7489","","","","0"
"2003","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","7431","","","","0"
"2004","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","7171","","","","0"
"2005","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","8042","","","","0"
"2006","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","7621","","","","0"
"2007","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","7860","","","","0"
"2008","Ontario, place of residence","2016A000235","Month of death, March","Number of deaths","Number","223","units","0","v21216492","7.4.1","7948","","","","0"
