"REF_DATE","GEO","DGUID","Immigrant status","Labour force characteristics","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","34.1","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","34.5","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","34.6","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","35.3","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","39.0","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","37.0","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","39.1","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","45.6","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","48.9","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","44.4","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","49.0","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","50.1","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","44.6","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","52.6","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","60.1","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","15 to 24 years","Persons","249","thousands","3","v53040465","1.4.5.1.2","52.3","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","43.5","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","48.6","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","51.1","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","59.9","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","66.9","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","64.0","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","67.9","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","74.4","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","73.8","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","81.1","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","81.5","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","77.0","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","85.5","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","88.5","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","78.8","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","93.1","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","88.1","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","25 to 54 years","Persons","249","thousands","3","v53040466","1.4.5.1.3","76.1","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","3.4","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","6.3","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","5.8","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","6.6","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","7.5","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","5.9","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","6.6","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","6.7","","","","1"
"2014","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","10.9","","","","1"
"2015","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","9.5","","","","1"
"2016","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","12.2","","","","1"
"2017","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","12.0","","","","1"
"2018","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","11.1","","","","1"
"2019","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","11.0","","","","1"
"2020","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","12.9","","","","1"
"2021","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","12.3","","","","1"
"2022","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","9.0","","","","1"
"2023","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Both sexes","55 years and over","Persons","249","thousands","3","v53040467","1.4.5.1.4","8.5","","","","1"
"2006","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Males","15 years and over","Persons","249","thousands","3","v53040468","1.4.5.2.1","29.2","","","","1"
"2007","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Males","15 years and over","Persons","249","thousands","3","v53040468","1.4.5.2.1","32.9","","","","1"
"2008","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Males","15 years and over","Persons","249","thousands","3","v53040468","1.4.5.2.1","32.2","","","","1"
"2009","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Males","15 years and over","Persons","249","thousands","3","v53040468","1.4.5.2.1","35.4","","","","1"
"2010","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Males","15 years and over","Persons","249","thousands","3","v53040468","1.4.5.2.1","40.3","","","","1"
"2011","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Males","15 years and over","Persons","249","thousands","3","v53040468","1.4.5.2.1","38.5","","","","1"
"2012","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Males","15 years and over","Persons","249","thousands","3","v53040468","1.4.5.2.1","36.4","","","","1"
"2013","Canada","2016A000011124","Immigrants, landed more than 5 to 10 years earlier","Part-time employment","Males","15 years and over","Persons","249","thousands","3","v53040468","1.4.5.2.1","38.6","","","","1"
