"marker","lg","cM"
"Lcu.2RBY.Chr4p432409140","LG4.2",497.77
"Lcu.2RBY.Chr4p431755836","LG4.2",498.74
"Lcu.2RBY.Chr4p431759184","LG4.2",499.23
"Lcu.2RBY.Chr4p431677727","LG4.2",500.23
"Lcu.2RBY.unitig3759p150580","LG4.2",501.19
"Lcu.2RBY.Chr4p430233947","LG4.2",502.21
"Lcu.2RBY.unitig3759p79214","LG4.2",503.24
"Lcu.2RBY.unitig3759p18858","LG4.2",503.71
"Lcu.2RBY.Chr4p428071877","LG4.2",505.13
"Lcu.2RBY.Chr4p427259834","LG4.2",505.59
"Lcu.2RBY.Chr4p427259750","LG4.2",506.56
"Lcu.2RBY.Chr4p425130659","LG4.2",508.14
"Lcu.2RBY.Chr4p426540289","LG4.2",509.2
"Lcu.2RBY.Chr4p423466490","LG4.2",510.24
"Lcu.2RBY.Chr4p425136624","LG4.2",510.7
"Lcu.2RBY.Chr4p424394314","LG4.2",511.76
"Lcu.2RBY.Chr4p424395305","LG4.2",513.5
"Lcu.2RBY.Chr4p424395401","LG4.2",514.59
"Lcu.2RBY.Chr4p424879679","LG4.2",516.81
"Lcu.2RBY.Chr4p425095514","LG4.2",517.34
"Lcu.2RBY.Chr4p422453973","LG4.2",519.75
"Lcu.2RBY.Chr4p422520616","LG4.2",522.25
"Lcu.2RBY.Chr4p422486425","LG4.2",524.53
"Lcu.2RBY.Chr4p422224340","LG4.2",526.07
"Lcu.2RBY.Chr4p422774019","LG4.2",527.52
"Lcu.2RBY.Chr4p422519473","LG4.2",527.97
"Lcu.2RBY.Chr4p422518606","LG4.2",528.94
"Lcu.2RBY.Chr4p422520673","LG4.2",530.52
"Lcu.2RBY.Chr4p424685647","LG4.2",533.93
"Lcu.2RBY.Chr4p421440853","LG4.2",538.95
"Lcu.2RBY.Chr4p421518658","LG4.2",542.36
"Lcu.2RBY.Chr4p421518645","LG4.2",542.84
"Lcu.2RBY.Chr4p421518678","LG4.2",543.84
"Lcu.2RBY.Chr4p421518799","LG4.2",544.93
"Lcu.2RBY.Chr4p421519543","LG4.2",547.15
"Lcu.2RBY.Chr4p421519550","LG4.2",548.23
"Lcu.2RBY.Chr4p417024008","LG4.2",550.36
"Lcu.2RBY.Chr4p417023889","LG4.2",551.92
"Lcu.2RBY.Chr4p417032663","LG4.2",553.48
"Lcu.2RBY.Chr4p413721212","LG4.2",556.01
"Lcu.2RBY.Chr4p407265630","LG4.2",557.45
"Lcu.2RBY.Chr4p405917249","LG4.2",557.98
"Lcu.2RBY.Chr4p405917714","LG4.2",559.12
"Lcu.2RBY.Chr4p406084594","LG4.2",559.66
"Lcu.2RBY.Chr4p402208873","LG4.2",560.72
"Lcu.2RBY.Chr4p402213021","LG4.2",561.25
"Lcu.2RBY.Chr4p402020410","LG4.2",562.33
"Lcu.2RBY.Chr4p401926478","LG4.2",563.86
"Lcu.2RBY.Chr4p401588014","LG4.2",564.35
"Lcu.2RBY.Chr4p401816008","LG4.2",565.34
"Lcu.2RBY.Chr4p399441188","LG4.2",568.6
"Lcu.2RBY.Chr4p396305428","LG4.2",569.15
"Lcu.2RBY.Chr4p398987781","LG4.2",570.18
"Lcu.2RBY.Chr4p394352355","LG4.2",571.22
"Lcu.2RBY.Chr4p392313695","LG4.2",572.26
"Lcu.2RBY.Chr4p392564265","LG4.2",573.79
"Lcu.2RBY.Chr4p392073723","LG4.2",575.42
"Lcu.2RBY.Chr4p391948677","LG4.2",577.13
"Lcu.2RBY.Chr4p392228295","LG4.2",578.26
"Lcu.2RBY.Chr4p386929359","LG4.2",578.81
"Lcu.2RBY.Chr4p389081499","LG4.2",579.29
"Lcu.2RBY.Chr4p389166557","LG4.2",579.78
"Lcu.2RBY.Chr4p386633200","LG4.2",580.29
"Lcu.2RBY.Chr4p386576351","LG4.2",581.89
"Lcu.2RBY.Chr4p384537717","LG4.2",583.43
"Lcu.2RBY.Chr4p384818072","LG4.2",584.46
"Lcu.2RBY.Chr4p384830186","LG4.2",585.46
"Lcu.2RBY.Chr4p386576260","LG4.2",586.55
"Lcu.2RBY.Chr4p387090252","LG4.2",588.34
"Lcu.2RBY.Chr4p387242095","LG4.2",589.43
"Lcu.2RBY.Chr4p387560249","LG4.2",590.66
"Lcu.2RBY.Chr4p386994191","LG4.2",591.89
"Lcu.2RBY.Chr4p387217265","LG4.2",592.92
"Lcu.2RBY.Chr4p390604427","LG4.2",596.49
"Lcu.2RBY.Chr4p387130362","LG4.2",599.47
"Lcu.2RBY.Chr4p387130352","LG4.2",599.96
"Lcu.2RBY.Chr4p387130379","LG4.2",600.45
"Lcu.2RBY.Chr4p388944081","LG4.2",601.49
"Lcu.2RBY.Chr4p389007400","LG4.2",602.57
"Lcu.2RBY.Chr4p389680018","LG4.2",603.61
"Lcu.2RBY.Chr4p384829180","LG4.2",605.18
"Lcu.2RBY.Chr4p385762811","LG4.2",608.67
"Lcu.2RBY.Chr4p384458265","LG4.2",611.72
"Lcu.2RBY.Chr4p386903602","LG4.2",616.97
"Lcu.2RBY.Chr4p386993021","LG4.2",619.69
"Lcu.2RBY.Chr4p388203751","LG4.2",623.23
"Lcu.2RBY.Chr4p387560455","LG4.2",627.03
"Lcu.2RBY.Chr4p387560447","LG4.2",627.6
"Lcu.2RBY.Chr4p387560412","LG4.2",629.43
"Lcu.2RBY.unitig4753p71673","LG5",0
"Lcu.2RBY.Chr5p4015454","LG5",5.1
"Lcu.2RBY.Chr5p3524235","LG5",5.61
"Lcu.2RBY.Chr5p3499902","LG5",6.64
"Lcu.2RBY.Chr5p3968904","LG5",8.34
"Lcu.2RBY.Chr5p3474596","LG5",10.07
"Lcu.2RBY.Chr5p3357471","LG5",12.51
"Lcu.2RBY.Chr5p3357184","LG5",13.07
"Lcu.2RBY.Chr5p3357623","LG5",16.23
"Lcu.2RBY.Chr5p2447006","LG5",23.87
"Lcu.2RBY.Chr5p2446609","LG5",27.4
"Lcu.2RBY.Chr5p2445949","LG5",30
"Lcu.2RBY.Chr5p2445271","LG5",32.02
"Lcu.2RBY.Chr5p1419006","LG5",36.83
"Lcu.2RBY.Chr5p1935969","LG5",39.52
"Lcu.2RBY.Chr5p1894973","LG5",40.62
"Lcu.2RBY.Chr5p2052076","LG5",42.85
"Lcu.2RBY.Chr5p2052967","LG5",43.88
"Lcu.2RBY.Chr5p2079676","LG5",44.39
"Lcu.2RBY.Chr5p2091625","LG5",45.49
"Lcu.2RBY.Chr5p2420328","LG5",47.58
"Lcu.2RBY.Chr5p2604749","LG5",48.07
"Lcu.2RBY.Chr5p2477762","LG5",48.6
"Lcu.2RBY.Chr5p2566364","LG5",49.15
"Lcu.2RBY.Chr5p2659390","LG5",49.66
"Lcu.2RBY.Chr5p2699466","LG5",50.18
"Lcu.2RBY.Chr5p2779762","LG5",51.78
"Lcu.2RBY.Chr5p2911506","LG5",53.91
"Lcu.2RBY.Chr5p2961019","LG5",55.49
"Lcu.2RBY.Chr5p2954052","LG5",55.98
"Lcu.2RBY.Chr5p3332065","LG5",57.03
"Lcu.2RBY.Chr5p3159076","LG5",57.03
"Lcu.2RBY.Chr5p3079299","LG5",58.02
"Lcu.2RBY.Chr5p3061774","LG5",58.56
"Lcu.2RBY.Chr5p4074951","LG5",61.58
"Lcu.2RBY.Chr5p4267697","LG5",63.28
"Lcu.2RBY.Chr5p4076376","LG5",65.03
"Lcu.2RBY.Chr5p4216088","LG5",66.04
"Lcu.2RBY.Chr5p4397923","LG5",67.04
"Lcu.2RBY.Chr5p4659586","LG5",67.57
"Lcu.2RBY.Chr5p4961827","LG5",69.18
"Lcu.2RBY.Chr5p4962489","LG5",70.15
"Lcu.2RBY.Chr5p4997979","LG5",70.64
"Lcu.2RBY.Chr5p4997547","LG5",71.18
"Lcu.2RBY.Chr5p4990384","LG5",72.99
"Lcu.2RBY.Chr5p5019414","LG5",74.78
"Lcu.2RBY.Chr5p4923491","LG5",75.82
"Lcu.2RBY.Chr5p4960724","LG5",76.32
"Lcu.2RBY.Chr5p5019243","LG5",77.35
"Lcu.2RBY.Chr5p4972211","LG5",78.46
"Lcu.2RBY.Chr5p5240535","LG5",80.79
"Lcu.2RBY.Chr5p5340510","LG5",83.12
"Lcu.2RBY.Chr5p5337943","LG5",84.84
"Lcu.2RBY.Chr5p5438454","LG5",85.92
"Lcu.2RBY.Chr5p5637639","LG5",86.94
"Lcu.2RBY.Chr5p5633963","LG5",87.45
"Lcu.2RBY.Chr5p6011454","LG5",87.94
"Lcu.2RBY.Chr5p6011516","LG5",88.41
"Lcu.2RBY.Chr5p5908599","LG5",89.41
"Lcu.2RBY.Chr5p5908012","LG5",89.91
"Lcu.2RBY.Chr5p5639287","LG5",90.43
"Lcu.2RBY.Chr5p5908145","LG5",90.43
"Lcu.2RBY.Chr5p5908066","LG5",90.43
"Lcu.2RBY.Chr5p6292633","LG5",92.08
"Lcu.2RBY.Chr5p6277931","LG5",92.63
"Lcu.2RBY.Chr5p6268489","LG5",93.17
"Lcu.2RBY.Chr5p6269857","LG5",94.28
"Lcu.2RBY.Chr5p6304089","LG5",94.83
"Lcu.2RBY.Chr5p8451130","LG5",97.01
"Lcu.2RBY.Chr5p7842947","LG5",97.54
"Lcu.2RBY.Chr5p8582426","LG5",100.84
"Lcu.2RBY.Chr5p8836626","LG5",102.47
"Lcu.2RBY.Chr5p9396431","LG5",106.28
"Lcu.2RBY.Chr5p9371571","LG5",107.93
"Lcu.2RBY.Chr5p9294491","LG5",110.26
"Lcu.2RBY.Chr5p9293908","LG5",110.81
"Lcu.2RBY.Chr5p9470038","LG5",111.86
"Lcu.2RBY.Chr5p9721908","LG5",114.08
"Lcu.2RBY.Chr5p9591228","LG5",116.99
"Lcu.2RBY.Chr5p10263484","LG5",119.24
"Lcu.2RBY.Chr5p9722773","LG5",120.44
"Lcu.2RBY.Chr5p10319309","LG5",121.69
"Lcu.2RBY.Chr5p9714609","LG5",122.82
"Lcu.2RBY.Chr5p9721669","LG5",123.33
"Lcu.2RBY.Chr5p9717141","LG5",123.87
"Lcu.2RBY.Chr5p9721666","LG5",124.98
"Lcu.2RBY.Chr5p9721585","LG5",126.08
"Lcu.2RBY.Chr5p9804046","LG5",128.75
"Lcu.2RBY.Chr5p9595649","LG5",132.42
"Lcu.2RBY.Chr5p9595615","LG5",132.91
"Lcu.2RBY.Chr5p9595574","LG5",133.4
"Lcu.2RBY.Chr5p10445785","LG5",133.92
"Lcu.2RBY.Chr5p10432461","LG5",134.45
"Lcu.2RBY.Chr5p9716902","LG5",134.98
"Lcu.2RBY.Chr5p9804079","LG5",136.72
"Lcu.2RBY.Chr5p9768366","LG5",138.55
"Lcu.2RBY.Chr5p9591076","LG5",140.75
"Lcu.2RBY.Chr5p10791450","LG5",142.4
"Lcu.2RBY.Chr5p11078311","LG5",143.5
"Lcu.2RBY.Chr5p11073599","LG5",144.03
"Lcu.2RBY.Chr5p10980444","LG5",146
"Lcu.2RBY.Chr5p11147047","LG5",147.37
"Lcu.2RBY.Chr5p11862341","LG5",149.1
"Lcu.2RBY.Chr5p11719183","LG5",151.91
"Lcu.2RBY.Chr5p11151365","LG5",154.66
"Lcu.2RBY.Chr5p11322068","LG5",156.24
"Lcu.2RBY.Chr5p11489096","LG5",156.72
"Lcu.2RBY.Chr5p11422277","LG5",158.21
"Lcu.2RBY.Chr5p11862113","LG5",159.86
"Lcu.2RBY.Chr5p11999285","LG5",161.5
"Lcu.2RBY.Chr5p12001647","LG5",162
"Lcu.2RBY.Chr5p13219311","LG5",165.69
"Lcu.2RBY.Chr5p13217323","LG5",166.24
"Lcu.2RBY.Chr5p13217336","LG5",166.77
"Lcu.2RBY.Chr5p13186866","LG5",167.31
"Lcu.2RBY.Chr5p13360688","LG5",167.8
"Lcu.2RBY.Chr5p13361318","LG5",168.82
"Lcu.2RBY.Chr5p13389702","LG5",170.36
"Lcu.2RBY.Chr5p13396173","LG5",171.42
"Lcu.2RBY.Chr5p13390069","LG5",171.94
"Lcu.2RBY.unitig3987p156991","LG5",172.91
"Lcu.2RBY.unitig3987p156885","LG5",173.38
"Lcu.2RBY.Chr5p13210085","LG5",174.89
"Lcu.2RBY.Chr5p13115656","LG5",176.4
"Lcu.2RBY.Chr5p13749064","LG5",177.85
"Lcu.2RBY.Chr5p13693553","LG5",177.85
"Lcu.2RBY.Chr5p13646103","LG5",178.4
"Lcu.2RBY.Chr5p15414697","LG5",180.68
"Lcu.2RBY.Chr5p15663558","LG5",181.72
"Lcu.2RBY.Chr5p14340283","LG5",183.3
"Lcu.2RBY.Chr5p14756218","LG5",185.32
"Lcu.2RBY.Chr5p15132704","LG5",186.31
"Lcu.2RBY.Chr5p15491245","LG5",186.82
"Lcu.2RBY.Chr5p16328446","LG5",189.95
"Lcu.2RBY.Chr5p16325370","LG5",191.82
"Lcu.2RBY.Chr5p16325860","LG5",192.33
"Lcu.2RBY.Chr5p17360025","LG5",194.28
"Lcu.2RBY.Chr5p17315938","LG5",195.26
"Lcu.2RBY.Chr5p17846399","LG5",196.23
"Lcu.2RBY.Chr5p17845802","LG5",196.7
"Lcu.2RBY.Chr5p18263845","LG5",198.35
"Lcu.2RBY.Chr5p22904951","LG5",204.54
"Lcu.2RBY.Chr5p22838692","LG5",206.35
"Lcu.2RBY.Chr5p23120018","LG5",207.98
"Lcu.2RBY.Chr5p23506467","LG5",209.03
"Lcu.2RBY.Chr5p23506460","LG5",209.51
"Lcu.2RBY.Chr5p23509902","LG5",210.55
"Lcu.2RBY.Chr5p23940861","LG5",211.11
"Lcu.2RBY.Chr5p21048599","LG5",212.23
"Lcu.2RBY.Chr5p23527688","LG5",212.76
"Lcu.2RBY.Chr5p24255063","LG5",214.34
"Lcu.2RBY.Chr5p24785361","LG5",215.86
"Lcu.2RBY.Chr5p26904201","LG5",216.87
"Lcu.2RBY.Chr5p26904190","LG5",217.36
"Lcu.2RBY.Chr5p25177556","LG5",218.4
"Lcu.2RBY.Chr5p26183464","LG5",219.03
"Lcu.2RBY.Chr5p26183489","LG5",219.64
"Lcu.2RBY.Chr5p25674004","LG5",223.02
"Lcu.2RBY.Chr5p25673882","LG5",224.71
"Lcu.2RBY.Chr5p26251004","LG5",225.7
"Lcu.2RBY.Chr5p25474065","LG5",226.7
"Lcu.2RBY.Chr5p24699018","LG5",229.48
"Lcu.2RBY.Chr5p25132123","LG5",231.72
"Lcu.2RBY.Chr5p24751897","LG5",233.47
"Lcu.2RBY.Chr5p24724159","LG5",233.99
"Lcu.2RBY.Chr5p24724157","LG5",234.47
"Lcu.2RBY.Chr5p24724104","LG5",234.94
"Lcu.2RBY.Chr5p24724724","LG5",235.42
"Lcu.2RBY.Chr5p24114700","LG5",236.41
"Lcu.2RBY.Chr5p24776026","LG5",238.69
"Lcu.2RBY.Chr5p20931620","LG5",240.45
"Lcu.2RBY.Chr5p19999693","LG5",241.55
"Lcu.2RBY.Chr5p21784038","LG5",243.15
"Lcu.2RBY.Chr5p21131038","LG5",244.21
"Lcu.2RBY.Chr5p21391198","LG5",245.35
"Lcu.2RBY.Chr5p22323634","LG5",246.49
"Lcu.2RBY.Chr5p21462496","LG5",247.54
"Lcu.2RBY.Chr5p21512539","LG5",248.02
"Lcu.2RBY.Chr5p19822516","LG5",249.01
"Lcu.2RBY.Chr5p20000153","LG5",249.5
"Lcu.2RBY.Chr5p20918751","LG5",250.48
"Lcu.2RBY.Chr5p20467656","LG5",251.85
"Lcu.2RBY.Chr5p20467585","LG5",252.58
"Lcu.2RBY.Chr5p20467503","LG5",253.23
"Lcu.2RBY.Chr5p22058880","LG5",256.61
"Lcu.2RBY.Chr5p22740209","LG5",259.05
"Lcu.2RBY.Chr5p22918231","LG5",261.32
"Lcu.2RBY.Chr5p25263493","LG5",265.77
"Lcu.2RBY.Chr5p25679941","LG5",269.52
"Lcu.2RBY.Chr5p26833167","LG5",270.04
"Lcu.2RBY.Chr5p28253363","LG5",272.09
"Lcu.2RBY.Chr5p27870710","LG5",272.58
"Lcu.2RBY.Chr5p28582034","LG5",273.6
"Lcu.2RBY.Chr5p28581766","LG5",274.13
"Lcu.2RBY.Chr5p28693752","LG5",274.61
"Lcu.2RBY.Chr5p28803123","LG5",275.61
"Lcu.2RBY.Chr5p30634276","LG5",276.64
"Lcu.2RBY.Chr5p30634255","LG5",277.62
"Lcu.2RBY.Chr5p32281950","LG5",278.71
"Lcu.2RBY.Chr5p31215078","LG5",280.48
"Lcu.2RBY.Chr5p33123357","LG5",281.62
"Lcu.2RBY.Chr5p30815362","LG5",282.73
"Lcu.2RBY.Chr5p30633649","LG5",283.24
"Lcu.2RBY.Chr5p30633305","LG5",284.91
"Lcu.2RBY.Chr5p30633265","LG5",286.5
"Lcu.2RBY.Chr5p28982942","LG5",288.83
"Lcu.2RBY.Chr5p29649960","LG5",289.89
"Lcu.2RBY.Chr5p30632760","LG5",290.95
"Lcu.2RBY.Chr5p30633054","LG5",292.02
"Lcu.2RBY.Chr5p30632981","LG5",292.55
"Lcu.2RBY.Chr5p33613950","LG5",294.8
"Lcu.2RBY.Chr5p35799876","LG5",297.93
"Lcu.2RBY.Chr5p37361840","LG5",300.71
"Lcu.2RBY.Chr5p36132737","LG5",302.65
"Lcu.2RBY.Chr5p36638899","LG5",304.38
"Lcu.2RBY.Chr5p36641060","LG5",307.83
"Lcu.2RBY.Chr5p49551464","LG5",311.91
"Lcu.2RBY.Chr5p62711365","LG5",314.14
"Lcu.2RBY.Chr5p91960675","LG5",315.78
"Lcu.2RBY.Chr5p84825014","LG5",316.33
"Lcu.2RBY.Chr5p68776080","LG5",316.92
"Lcu.2RBY.Chr5p60005389","LG5",318.29
"Lcu.2RBY.Chr5p91085493","LG5",320.29
"Lcu.2RBY.Chr5p62716334","LG5",321.35
"Lcu.2RBY.Chr5p35183114","LG5",322.4
"Lcu.2RBY.Chr5p44253259","LG5",323.46
"Lcu.2RBY.Chr5p49552546","LG5",325.11
"Lcu.2RBY.Chr5p104673921","LG5",327.61
"Lcu.2RBY.Chr5p92216979","LG5",330.05
"Lcu.2RBY.Chr5p117597559","LG5",331.6
"Lcu.2RBY.Chr5p102369240","LG5",333.26
"Lcu.2RBY.Chr5p118268577","LG5",335.07
"Lcu.2RBY.Chr5p96183292","LG5",336.9
"Lcu.2RBY.Chr5p38173944","LG5",338.96
"Lcu.2RBY.Chr5p49551652","LG5",340.26
"Lcu.2RBY.Chr5p41260509","LG5",343.27
"Lcu.2RBY.Chr5p34431500","LG5",345.68
"Lcu.2RBY.Chr5p34284781","LG5",346.22
"Lcu.2RBY.Chr5p33602221","LG5",347.82
"Lcu.2RBY.Chr5p33602176","LG5",348.85
"Lcu.2RBY.Chr5p40286758","LG5",349.42
"Lcu.2RBY.Chr5p41393350","LG5",350.76
"Lcu.2RBY.Chr5p40294511","LG5",353.32
"Lcu.2RBY.Chr5p40294544","LG5",354.4
"Lcu.2RBY.Chr5p471710600","LG5",358.79
"Lcu.2RBY.Chr5p471710111","LG5",366.44
"Lcu.2RBY.Chr5p471713324","LG5",371.65
"Lcu.2RBY.Chr5p78273178","LG5",371.65
"Lcu.2RBY.Chr5p41394519","LG5",372.8
"Lcu.2RBY.Chr5p51218422","LG5",374.68
"Lcu.2RBY.Chr5p40294531","LG5",377.66
"Lcu.2RBY.Chr5p42472836","LG5",381.19
"Lcu.2RBY.Chr5p42472905","LG5",382.28
"Lcu.2RBY.Chr5p49554212","LG5",385.95
"Lcu.2RBY.Chr5p42127532","LG5",388.51
"Lcu.2RBY.Chr5p40294370","LG5",391.15
"Lcu.2RBY.Chr5p96722423","LG5",393.15
"Lcu.2RBY.Chr5p63386257","LG5",394.96
"Lcu.2RBY.Chr5p115573948","LG5",396.47
"Lcu.2RBY.Chr5p83290097","LG5",397.24
"Lcu.2RBY.Chr5p124306951","LG5",398.99
"Lcu.2RBY.Chr5p121737054","LG5",400.65
"Lcu.2RBY.Chr5p139767889","LG5",401.84
"Lcu.2RBY.Chr5p159386056","LG5",402.45
"Lcu.2RBY.Chr5p316381444","LG5",407.4
"Lcu.2RBY.Chr5p395882002","LG5",411.25
"Lcu.2RBY.Chr5p409152996","LG5",412.27
"Lcu.2RBY.Chr5p393746131","LG5",413.26
"Lcu.2RBY.Chr5p396370530","LG5",414.26
"Lcu.2RBY.Chr5p415571116","LG5",415.25
"Lcu.2RBY.Chr5p413321749","LG5",416.22
"Lcu.2RBY.Chr5p429926193","LG5",418.2
"Lcu.2RBY.Chr5p429862483","LG5",419.16
"Lcu.2RBY.Chr5p428327810","LG5",420.62
"Lcu.2RBY.Chr5p429863456","LG5",421.55
"Lcu.2RBY.Chr5p429148958","LG5",422.48
"Lcu.2RBY.Chr5p427663806","LG5",424.4
"Lcu.2RBY.Chr5p429699854","LG5",425.84
"Lcu.2RBY.Chr5p429147080","LG5",427.27
"Lcu.2RBY.Chr5p429147124","LG5",428.23
"Lcu.2RBY.Chr5p428929618","LG5",429.7
"Lcu.2RBY.Chr5p429149849","LG5",431.17
"Lcu.2RBY.Chr5p427663361","LG5",432.61
"Lcu.2RBY.Chr5p429213508","LG5",433.57
"Lcu.2RBY.Chr5p429699929","LG5",434.52
"Lcu.2RBY.Chr5p429699937","LG5",434.99
"Lcu.2RBY.Chr5p429150027","LG5",435.93
"Lcu.2RBY.Chr5p429149987","LG5",436.39
"Lcu.2RBY.Chr5p429149929","LG5",436.86
"Lcu.2RBY.Chr5p429925731","LG5",437.82
"Lcu.2RBY.Chr5p430001021","LG5",438.81
"Lcu.2RBY.Chr5p430002751","LG5",440.81
"Lcu.2RBY.Chr5p428552473","LG5",444.95
"Lcu.2RBY.Chr5p429817447","LG5",446.45
"Lcu.2RBY.Chr5p428656884","LG5",447.92
"Lcu.2RBY.Chr5p431143756","LG5",448.89
"Lcu.2RBY.Chr5p429701254","LG5",451.37
"Lcu.2RBY.Chr5p428466964","LG5",452.81
"Lcu.2RBY.Chr5p429926604","LG5",454.85
"Lcu.2RBY.Chr5p431143685","LG5",457.43
"Lcu.2RBY.Chr5p430000774","LG5",459.43
"Lcu.2RBY.Chr5p434794640","LG5",460.4
"Lcu.2RBY.Chr5p434794471","LG5",461.38
"Lcu.2RBY.Chr5p433667270","LG5",462.84
"Lcu.2RBY.Chr5p434169257","LG5",463.8
"Lcu.2RBY.Chr5p436848949","LG5",464.74
"Lcu.2RBY.Chr5p435129594","LG5",465.66
"Lcu.2RBY.Chr5p434741736","LG5",466.59
"Lcu.2RBY.Chr5p435905500","LG5",467.53
"Lcu.2RBY.Chr5p436003409","LG5",468.49
"Lcu.2RBY.Chr5p431005206","LG5",469.48
"Lcu.2RBY.Chr5p431143752","LG5",469.96
"Lcu.2RBY.Chr5p431143984","LG5",469.96
"Lcu.2RBY.Chr5p431005292","LG5",470.93
"Lcu.2RBY.Chr5p438639714","LG5",472.4
"Lcu.2RBY.Chr5p437694449","LG5",473.81
"Lcu.2RBY.Chr5p439631524","LG5",475.23
"Lcu.2RBY.Chr5p439499323","LG5",476.67
"Lcu.2RBY.Chr5p439392668","LG5",478.11
"Lcu.2RBY.Chr5p439435830","LG5",479.07
"Lcu.2RBY.Chr5p439201765","LG5",481.01
"Lcu.2RBY.Chr5p439201946","LG5",484.55
"Lcu.2RBY.Chr5p439581249","LG5",486.47
"Lcu.2RBY.Chr5p436815107","LG5",487.42
"Lcu.2RBY.Chr5p437717269","LG5",488.36
"Lcu.2RBY.Chr5p437949307","LG5",488.82
"Lcu.2RBY.Chr5p437945141","LG5",489.28
"Lcu.2RBY.Chr5p437651687","LG5",490.2
"Lcu.2RBY.Chr5p437919406","LG5",491.13
"Lcu.2RBY.Chr5p437916572","LG5",491.59
"Lcu.2RBY.Chr5p437719878","LG5",492.52
"Lcu.2RBY.Chr5p439006679","LG5",493.94
"Lcu.2RBY.Chr5p439435932","LG5",495.36
"Lcu.2RBY.Chr5p439578674","LG5",496.3
"Lcu.2RBY.Chr5p439444825","LG5",497.24
"Lcu.2RBY.Chr5p439424370","LG5",498.73
"Lcu.2RBY.Chr5p439021325","LG5",500.21
"Lcu.2RBY.Chr5p440620313","LG5",502.19
"Lcu.2RBY.Chr5p440626156","LG5",502.68
"Lcu.2RBY.Chr5p444735656","LG5",503.66
"Lcu.2RBY.Chr5p441578479","LG5",505.7
"Lcu.2RBY.Chr5p454189970","LG5",509.43
"Lcu.2RBY.Chr5p453963950","LG5",510.44
"Lcu.2RBY.Chr5p443391202","LG5",515.84
"Lcu.2RBY.Chr5p426710854","LG5",517.89
"Lcu.2RBY.Chr5p426710689","LG5",518.54
"Lcu.2RBY.Chr5p426710770","LG5",519.18
"Lcu.2RBY.Chr5p453972028","LG5",527.59
"Lcu.2RBY.Chr5p419467073","LG5",546.4
"Lcu.2RBY.Chr5p351870670","LG5",550.43
"Lcu.2RBY.Chr5p353978264","LG5",550.91
"Lcu.2RBY.Chr5p356554963","LG5",551.38
"Lcu.2RBY.Chr5p363744637","LG5",552.49
"Lcu.2RBY.Chr5p376196694","LG5",554.54
"Lcu.2RBY.Chr5p385416503","LG5",559.29
"Lcu.2RBY.Chr5p46250180","LG5",561.37
"Lcu.2RBY.Chr5p351869884","LG5",563.32
"Lcu.2RBY.Chr5p359917389","LG5",565.43
"Lcu.2RBY.Chr5p381962128","LG5",567.73
"Lcu.2RBY.Chr5p384267323","LG5",568.28
"Lcu.2RBY.Chr5p363544288","LG5",568.85
"Lcu.2RBY.Chr5p345210698","LG5",572.02
"Lcu.2RBY.Chr5p317501279","LG5",573.62
"Lcu.2RBY.Chr5p368929477","LG5",574.59
"Lcu.2RBY.Chr5p340841625","LG5",576.67
"Lcu.2RBY.Chr5p141925780","LG5",578.92
"Lcu.2RBY.Chr5p183603628","LG5",579.93
"Lcu.2RBY.Chr5p143650608","LG5",580.95
"Lcu.2RBY.Chr5p84634843","LG5",581.48
"Lcu.2RBY.Chr5p41394629","LG5",582.02
"Lcu.2RBY.Chr5p41394696","LG5",583.12
"Lcu.2RBY.Chr5p40294669","LG5",586.06
"Lcu.2RBY.Chr5p41109502","LG5",588.91
"Lcu.2RBY.Chr5p37911240","LG5",589.92
"Lcu.2RBY.Chr5p46250145","LG5",590.99
"Lcu.2RBY.Chr5p51878189","LG5",591.53
"Lcu.2RBY.Chr5p71163897","LG5",593.09
"Lcu.2RBY.Chr5p78089315","LG5",595.2
"Lcu.2RBY.Chr5p160670557","LG5",595.71
"Lcu.2RBY.Chr5p155944520","LG5",596.24
"Lcu.2RBY.Chr5p139587919","LG5",596.73
"Lcu.2RBY.Chr5p141001346","LG5",597.73
"Lcu.2RBY.Chr5p386649935","LG5",606.98
"Lcu.2RBY.Chr5p331390522","LG5",614.69
"Lcu.2RBY.Chr5p314819688","LG5",617.47
"Lcu.2RBY.Chr5p314922032","LG5",619.02
"Lcu.2RBY.Chr5p358460625","LG5",621.62
"Lcu.2RBY.Chr5p375499945","LG5",629.24
"Lcu.2RBY.Chr5p397958159","LG5",639.86
"Lcu.2RBY.Chr5p402738279","LG5",645.7
"Lcu.2RBY.Chr5p401471417","LG5",646.83
"Lcu.2RBY.Chr5p393825442","LG5",649.49
"Lcu.2RBY.Chr5p355282316","LG5",654.34
"Lcu.2RBY.Chr5p355836610","LG5",654.86
"Lcu.2RBY.Chr5p355836823","LG5",657.64
"Lcu.2RBY.Chr5p355836746","LG5",659.27
"Lcu.2RBY.Chr5p355836736","LG5",659.78
"Lcu.2RBY.Chr5p356817825","LG5",664.29
"Lcu.2RBY.Chr5p330428189","LG5",666.02
"Lcu.2RBY.Chr5p36640104","LG5",671.75
"Lcu.2RBY.Chr5p351796266","LG5",687.59
"Lcu.2RBY.Chr5p314819261","LG5",694.49
"Lcu.2RBY.Chr5p124590453","LG5",707.84
"Lcu.2RBY.Chr5p82236425","LG5",708.53
