"REF_DATE","GEO","DGUID","Summary table","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","39","","","","0"
"2020","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","41","","","","0"
"2021","Saskatchewan","2016A000247","Percentage of persons with total income $50,000 and over","Percent","239","units","0","v16943836","29.25","42","","","","0"
"2000","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","3","","","","0"
"2001","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","4","","","","0"
"2002","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","4","","","","0"
"2003","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","5","","","","0"
"2004","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","5","","","","0"
"2005","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","6","","","","0"
"2006","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","8","","","","0"
"2007","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","9","","","","0"
"2008","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","11","","","","0"
"2009","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","12","","","","0"
"2010","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","13","","","","0"
"2011","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","15","","","","0"
"2012","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","16","","","","0"
"2013","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","18","","","","0"
"2014","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","18","","","","0"
"2015","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","19","","","","0"
"2016","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","19","","","","0"
"2017","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","20","","","","0"
"2018","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","20","","","","0"
"2019","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","20","","","","0"
"2020","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","21","","","","0"
"2021","Saskatchewan","2016A000247","Percentage of persons with total income $75,000 and over","Percent","239","units","0","v16943837","29.26","23","","","","0"
"2000","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","1","","","","0"
"2001","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","1","","","","0"
"2002","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","2","","","","0"
"2003","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","2","","","","0"
"2004","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","2","","","","0"
"2005","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","2","","","","0"
"2006","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","3","","","","0"
"2007","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","4","","","","0"
"2008","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","5","","","","0"
"2009","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","5","","","","0"
"2010","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","6","","","","0"
"2011","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","7","","","","0"
"2012","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","8","","","","0"
"2013","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","9","","","","0"
"2014","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","9","","","","0"
"2015","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","10","","","","0"
"2016","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","9","","","","0"
"2017","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","10","","","","0"
"2018","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","10","","","","0"
"2019","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","10","","","","0"
"2020","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","10","","","","0"
"2021","Saskatchewan","2016A000247","Percentage of persons with total income $100,000 and over","Percent","239","units","0","v16943838","29.27","12","","","","0"
"2000","Saskatchewan","2016A000247","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943847","29.36","10","","","","0"
"2001","Saskatchewan","2016A000247","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943847","29.36","10","","","","0"
"2002","Saskatchewan","2016A000247","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943847","29.36","11","","","","0"
"2003","Saskatchewan","2016A000247","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943847","29.36","11","","","","0"
"2004","Saskatchewan","2016A000247","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943847","29.36","11","","","","0"
"2005","Saskatchewan","2016A000247","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943847","29.36","10","","","","0"
"2006","Saskatchewan","2016A000247","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943847","29.36","10","","","","0"
"2007","Saskatchewan","2016A000247","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943847","29.36","9","","","","0"
"2008","Saskatchewan","2016A000247","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943847","29.36","9","","","","0"
"2009","Saskatchewan","2016A000247","Percentage of persons with labour income receiving Employment Insurance benefits","Percent","239","units","0","v16943847","29.36","11","","","","0"
